date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,zip_type,sqm_living,sqm_lot,sqm_above,sqm_basement,sqm_living15,sqm_lot15,date_year,date_month,date_week,date_year_week,ll_ratio,sqm_garden
2014-09-19,469950,3,2.25,1.0,0.0,0,3,7,1962,,98007,47.6071,-122.137,suburbs,150.5,808.34,113.34,37.16,148.64,734.86,2014,9,38,2014-37,5.371029900332226,695.0
2015-03-05,795000,3,2.0,1.0,0.0,2,5,8,1975,,98033,47.6652,-122.188,city,271.27,1268.12,135.64,135.63,271.27,1020.81,2015,3,10,2015-09,4.674752092011649,1132.48
2015-02-11,785000,4,2.5,2.0,0.0,0,3,10,1984,,98074,47.6323,-122.036,suburbs,306.58,976.77,306.58,0.0,261.98,1064.85,2015,2,7,2015-06,3.18601996216322,823.48
2014-05-30,860000,3,2.25,2.0,0.0,0,3,10,1983,,98006,47.5611,-122.106,suburbs,284.28,1123.65,284.28,0.0,284.28,1064.2,2014,5,22,2014-21,3.952617138032926,981.5100000000001
2015-02-13,147500,3,1.0,1.0,0.0,0,3,7,1959,,98031,47.404,-122.203,suburbs,142.14,789.48,142.14,0.0,128.21,789.48,2015,2,7,2015-06,5.554242296327565,647.34
2014-11-25,390000,3,2.0,1.0,0.0,0,3,7,1978,,98011,47.7356,-122.198,suburbs,177.44,1075.44,130.99,46.45,189.52,812.89,2014,11,48,2014-47,6.060865644724978,944.45
2014-12-19,229000,3,1.0,1.0,0.0,0,3,7,1954,,98198,47.3586,-122.314,suburbs,94.76,752.51,94.76,0.0,94.76,752.51,2014,12,51,2014-50,7.941219924018573,657.75
2014-05-15,185000,3,1.0,1.0,0.0,0,3,6,1932,,98168,47.494,-122.307,suburbs,106.84,752.51,106.84,0.0,104.05,752.51,2014,5,20,2014-19,7.0433358292774235,645.67
2014-08-26,414900,3,1.5,1.0,0.0,0,3,7,1941,,98115,47.7004,-122.305,city,117.06,889.07,80.82,36.24,150.5,650.32,2014,8,35,2014-34,7.594994020160602,808.25
2015-02-12,200000,4,2.0,1.0,0.0,0,2,6,1914,,98136,47.5507,-122.381,city,178.37,447.97,85.47,92.9,104.05,447.97,2015,2,7,2015-06,2.5114649324437965,362.5
2014-10-21,225000,4,2.25,1.0,0.0,0,3,8,1969,,98092,47.2959,-122.191,suburbs,167.22,868.64,167.22,0.0,191.38,817.54,2014,10,43,2014-42,5.194593948092334,701.42
2014-09-12,720000,3,1.75,2.0,0.0,0,5,7,1924,,98105,47.6675,-122.289,city,189.52,371.61,126.35,63.17,149.57,371.61,2014,9,37,2014-36,1.9607956943858167,308.435
2014-06-03,930000,4,2.5,2.0,0.0,0,5,8,1908,,98119,47.6402,-122.37,city,204.38,371.61,132.85,71.53,195.09,371.61,2014,6,23,2014-22,1.8182307466484002,305.185
2014-06-04,1270000,5,2.5,1.0,0.0,0,3,7,1952,,98004,47.6209,-122.222,city,297.29,1598.29,200.67,96.62,379.97,1461.54,2014,6,23,2014-22,5.376198324867974,1397.62
2014-11-11,700000,5,3.25,2.0,0.0,0,4,7,1928,,98122,47.6094,-122.291,city,222.97,289.67,165.37,57.6,195.09,366.13,2014,11,46,2014-45,1.2991433825178276,206.985
2014-07-15,466000,2,1.5,3.0,0.0,0,3,7,2005,,98103,47.6608,-122.333,city,105.91,98.29,105.91,0.0,108.7,103.68,2014,7,29,2014-28,0.9280521197242944,62.98666666666667
2014-08-25,374000,3,1.5,1.0,0.0,0,3,7,1976,,98011,47.7364,-122.193,suburbs,123.56,988.48,123.56,0.0,135.64,791.53,2014,8,35,2014-34,8.0,864.9200000000001
2014-07-16,480000,3,2.5,2.0,0.0,0,4,8,1994,,98072,47.7438,-122.172,suburbs,180.23,932.27,180.23,0.0,261.06,774.15,2014,7,29,2014-28,5.172668257226877,842.155
2014-06-10,740000,3,2.5,2.0,0.0,0,3,9,1995,,98053,47.6724,-122.013,suburbs,278.71,2354.24,278.71,0.0,278.71,3011.61,2014,6,24,2014-23,8.446916149402604,2214.8849999999998
2014-11-10,1010000,4,1.0,1.5,0.0,0,3,8,1923,2014.0,98102,47.6476,-122.318,city,169.08,501.67,169.08,0.0,169.08,501.67,2014,11,46,2014-45,2.9670570144310386,388.95
2014-05-30,395000,4,2.5,2.0,0.0,0,3,8,2002,,98042,47.3782,-122.127,suburbs,270.35,464.51,270.35,0.0,254.55,468.69,2014,5,22,2014-21,1.7181801368596263,329.335
2014-07-25,340000,2,1.0,1.0,0.0,0,3,6,1954,,98106,47.5185,-122.352,city,101.26,629.04,101.26,0.0,111.48,463.77,2014,7,30,2014-29,6.212127197313845,527.78
2014-08-11,209000,3,2.0,2.0,0.0,0,3,7,2003,,98106,47.526,-122.361,city,114.27,124.49,94.76,19.51,117.06,121.89,2014,8,33,2014-32,1.089437297628424,77.10999999999999
2014-11-14,431650,5,2.5,1.5,0.0,0,3,7,1962,,98007,47.5922,-122.146,suburbs,158.86,715.35,158.86,0.0,142.14,715.35,2014,11,46,2014-45,4.503021528389777,609.4433333333334
2014-05-08,980000,5,2.5,1.0,0.0,0,4,9,1971,,98040,47.5368,-122.216,city,293.57,1065.59,165.37,128.2,302.86,1065.59,2014,5,19,2014-18,3.629764621725653,900.2199999999999
2014-08-05,660000,3,2.5,2.0,0.0,0,3,9,1993,,98077,47.7637,-122.05,suburbs,248.98,2623.84,248.98,0.0,248.05,2984.95,2014,8,32,2014-31,10.53835649449755,2499.3500000000004
2015-03-11,730000,4,2.25,2.0,0.0,0,4,8,1977,,98033,47.6916,-122.188,city,203.46,836.96,170.94,32.52,203.46,952.34,2015,3,11,2015-10,4.113634129558636,751.49
2015-04-14,291500,3,1.75,1.0,0.0,0,4,7,1988,,98042,47.3592,-122.076,suburbs,117.06,891.86,117.06,0.0,152.36,924.01,2015,4,16,2015-15,7.618827951477875,774.8
2014-06-20,905000,4,3.5,2.0,0.0,0,3,9,1997,,98040,47.5627,-122.215,city,275.92,1345.78,217.39,58.53,341.88,1345.78,2014,6,25,2014-24,4.877428240069585,1237.085
2014-08-11,800000,4,2.5,1.5,0.0,0,3,10,1993,,98077,47.7418,-122.039,suburbs,238.76,4673.73,238.76,0.0,317.73,3520.16,2014,8,33,2014-32,19.575012564918747,4514.556666666666
2014-05-09,839900,4,3.5,1.0,0.0,1,3,9,2013,,98056,47.5134,-122.2,suburbs,353.96,1262.73,237.83,116.13,300.07,865.01,2014,5,19,2014-18,3.5674369985309076,1024.9
2014-07-14,200000,1,1.5,2.0,0.0,0,3,8,2007,,98126,47.5492,-122.372,city,93.83,107.49,88.26,5.57,126.35,156.82,2014,7,29,2014-28,1.145582436321006,63.35999999999999
2015-02-18,300000,3,2.0,1.0,0.0,0,4,7,1979,,98058,47.4614,-122.168,suburbs,137.5,622.26,100.33,37.17,171.87,682.65,2015,2,8,2015-07,4.525527272727273,521.93
2014-06-03,530000,3,1.75,1.5,0.0,0,5,7,1942,,98115,47.69,-122.304,city,116.13,561.22,116.13,0.0,109.62,561.32,2014,6,23,2014-22,4.8326875053819,483.8
2015-03-26,314950,3,2.25,2.0,0.0,0,3,7,1995,,98038,47.3627,-122.037,countryside,153.66,787.72,153.66,0.0,153.66,787.72,2015,3,13,2015-12,5.126382923337238,710.89
2014-10-07,255000,3,1.75,1.0,0.0,0,5,7,1960,,98031,47.3969,-122.198,suburbs,130.99,865.38,130.99,0.0,151.43,766.44,2014,10,41,2014-40,6.606458508283074,734.39
2014-10-16,550000,5,2.75,1.0,0.0,0,5,7,1950,,98144,47.5728,-122.304,city,200.67,531.4,139.35,61.32,200.67,464.14,2014,10,42,2014-41,2.648128768625106,392.04999999999995
2014-08-06,435000,3,1.0,1.0,0.0,0,4,6,1917,,98136,47.5499,-122.391,city,130.06,445.93,65.03,65.03,136.57,557.41,2014,8,32,2014-31,3.4286483161617713,380.9
2014-11-24,234000,3,1.75,1.0,0.0,0,4,7,1966,,98002,47.3113,-122.207,suburbs,131.92,811.78,131.92,0.0,154.22,811.78,2014,11,48,2014-47,6.1535779260157675,679.86
2014-10-10,615000,4,2.25,1.0,0.0,0,3,8,1975,,98052,47.639,-122.1,suburbs,232.26,934.78,148.64,83.62,232.26,905.8,2014,10,41,2014-40,4.024713682941531,786.14
2014-09-10,205000,3,2.0,1.0,0.0,0,3,7,1985,,98001,47.3315,-122.263,suburbs,130.99,778.89,130.99,0.0,130.99,855.17,2014,9,37,2014-36,5.946179097641041,647.9
2014-09-19,384000,4,1.75,1.0,0.0,0,4,7,1955,,98106,47.5353,-122.349,city,195.09,662.86,97.55,97.54,160.72,371.61,2014,9,38,2014-37,3.3977138756471374,565.3100000000001
2014-05-22,324000,3,2.5,2.0,0.0,0,3,8,1994,,98055,47.4315,-122.192,suburbs,162.58,669.64,162.58,0.0,190.45,699.0,2014,5,21,2014-20,4.118833804896051,588.35
2014-07-22,645000,3,1.75,1.0,0.0,0,4,7,1946,,98115,47.6733,-122.301,city,192.31,510.96,104.98,87.33,167.22,408.77,2014,7,30,2014-29,2.656960116478602,405.97999999999996
2014-10-23,570000,3,3.25,2.0,0.0,0,3,8,2007,,98107,47.6655,-122.369,city,145.86,165.09,117.06,28.8,92.9,165.09,2014,10,43,2014-42,1.1318387494858082,106.56
2014-12-10,324000,3,2.5,2.0,0.0,0,3,8,1999,,98031,47.4095,-122.195,suburbs,178.37,494.43,178.37,0.0,178.37,464.51,2014,12,50,2014-49,2.771934742389415,405.245
2014-08-28,270000,2,1.0,1.0,0.0,0,3,6,1943,,98106,47.527,-122.356,city,92.9,958.75,92.9,0.0,102.19,479.38,2014,8,35,2014-34,10.320236813778255,865.85
2014-05-19,290000,5,1.5,1.5,0.0,0,5,7,1962,,98058,47.4599,-122.172,suburbs,196.95,715.35,196.95,0.0,160.72,715.35,2014,5,21,2014-20,3.6321401370906323,584.0500000000001
2014-06-30,250000,3,2.0,1.0,0.0,0,3,7,1965,,98198,47.3702,-122.317,suburbs,133.78,856.56,133.78,0.0,129.13,727.42,2014,6,27,2014-26,6.402750784870682,722.78
2015-01-20,342000,3,1.75,2.0,0.0,0,3,7,1990,,98014,47.6903,-121.915,countryside,154.22,1511.98,154.22,0.0,141.21,1511.98,2015,1,4,2015-03,9.804046167812217,1434.8700000000001
2015-03-18,255000,3,1.5,1.0,0.0,0,4,7,1958,,98188,47.4405,-122.28,suburbs,124.49,785.02,124.49,0.0,124.49,828.69,2015,3,12,2015-11,6.305888023134388,660.53
2014-06-23,800000,3,2.25,1.0,0.0,0,4,9,1972,,98040,47.5371,-122.218,city,221.11,1098.48,134.71,86.4,255.48,1067.54,2014,6,26,2014-25,4.9680249649495725,963.77
2014-05-16,451000,3,1.75,1.5,0.0,2,3,7,1926,,98126,47.5666,-122.375,city,144.93,376.16,92.9,52.03,132.85,347.27,2014,5,20,2014-19,2.595459877182088,314.2266666666667
2014-12-03,990000,4,2.5,1.0,0.0,3,3,7,1967,,98033,47.6597,-122.204,city,258.27,973.62,129.13,129.14,265.7,976.03,2014,12,49,2014-48,3.769775816006505,844.49
2014-05-20,288400,4,2.5,1.0,0.0,0,4,7,1983,,98031,47.4046,-122.186,suburbs,172.8,621.24,113.34,59.46,172.8,568.28,2014,5,21,2014-20,3.5951388888888887,507.9
2015-03-10,420000,3,1.5,2.0,0.0,0,3,8,1920,1995.0,98118,47.5383,-122.268,city,222.04,427.35,162.58,59.46,157.0,484.95,2015,3,11,2015-10,1.9246532156368223,346.06
2015-05-14,359000,2,2.75,2.0,0.0,0,3,8,2009,,98133,47.7052,-122.343,suburbs,127.28,105.91,100.33,26.95,127.28,101.26,2015,5,20,2015-19,0.8321024512884978,55.745
2014-08-08,390000,4,3.0,1.0,0.0,0,3,7,1988,,98058,47.4417,-122.09,suburbs,238.76,24342.07,131.92,106.84,209.96,1840.49,2014,8,32,2014-31,101.95204389344948,24210.15
2014-09-02,300000,3,2.5,2.0,0.0,0,3,7,2005,,98118,47.5355,-122.283,city,122.63,242.85,122.63,0.0,122.63,235.32,2014,9,36,2014-35,1.9803473864470358,181.535
2015-03-05,545000,5,2.5,1.0,0.0,0,3,7,1981,,98034,47.7096,-122.199,suburbs,234.11,730.49,139.35,94.76,188.59,797.1,2015,3,10,2015-09,3.1202853359531844,591.14
2015-04-08,288349,3,1.0,1.0,0.0,0,4,6,1972,,98010,47.3414,-122.047,countryside,116.13,1729.47,116.13,0.0,178.37,1454.29,2015,4,15,2015-14,14.892534228881427,1613.3400000000001
2015-02-05,299900,3,2.25,1.0,0.0,0,3,7,1985,,98092,47.3023,-122.069,suburbs,144.93,3253.99,119.84,25.09,154.22,3266.44,2015,2,6,2015-05,22.452149313461668,3134.1499999999996
2014-07-17,891000,4,2.0,1.5,0.0,0,5,7,1925,,98117,47.6804,-122.358,city,216.46,464.51,159.79,56.67,194.17,464.51,2014,7,29,2014-28,2.1459392035479996,357.98333333333335
2015-03-31,1200000,3,2.0,1.0,0.0,3,4,9,1947,,98117,47.6972,-122.4,city,340.02,2081.94,170.01,170.01,248.98,766.44,2015,3,14,2015-13,6.122992765131463,1911.93
2015-02-05,378000,4,2.5,2.0,0.0,0,3,8,2004,,98038,47.3556,-122.026,countryside,259.2,432.0,259.2,0.0,261.98,432.0,2015,2,6,2015-05,1.6666666666666667,302.4
2014-06-23,299995,2,1.0,1.0,0.0,0,4,6,1951,,98155,47.7463,-122.315,suburbs,98.48,668.9,98.48,0.0,171.87,770.25,2014,6,26,2014-25,6.792242079610072,570.42
2014-10-07,253000,3,2.5,1.0,0.0,0,3,7,1994,,98042,47.3545,-122.158,suburbs,187.66,609.81,121.7,65.96,158.86,478.54,2014,10,41,2014-40,3.249547053181285,488.10999999999996
2015-01-20,350000,3,2.25,1.0,0.0,0,3,7,1979,,98024,47.5583,-121.852,countryside,146.79,4451.51,146.79,0.0,183.95,7000.93,2015,1,4,2015-03,30.325703385789225,4304.72
2015-03-11,565000,4,3.0,1.5,0.0,0,3,6,1900,,98107,47.6653,-122.372,city,187.66,399.48,187.66,0.0,119.84,319.58,2015,3,11,2015-10,2.1287434722370246,274.37333333333333
2014-06-12,315000,2,1.0,1.0,0.0,0,4,6,1908,,98118,47.5513,-122.273,city,90.12,526.29,90.12,0.0,138.42,411.46,2014,6,24,2014-23,5.83988015978695,436.16999999999996
2014-10-22,570000,4,3.0,1.5,0.0,1,5,7,1915,,98136,47.5446,-122.382,city,138.42,628.58,138.42,0.0,184.88,606.28,2014,10,43,2014-42,4.541106776477388,536.3000000000001
2014-08-11,971000,5,3.5,2.0,0.0,0,3,9,2005,,98125,47.7174,-122.282,suburbs,407.84,942.03,311.22,96.62,186.73,780.38,2014,8,33,2014-32,2.3098028638681836,786.42
2014-08-28,915000,5,2.5,1.5,0.0,0,5,9,1910,,98112,47.6364,-122.3,city,255.48,519.23,170.94,84.54,135.64,394.83,2014,8,35,2014-34,2.032370439956161,405.27000000000004
2015-01-12,419000,4,1.5,1.0,0.0,0,4,7,1950,,98166,47.4522,-122.355,suburbs,199.74,2189.52,199.74,0.0,199.74,940.64,2015,1,3,2015-02,10.961850405527185,1989.78
2015-02-09,260000,4,1.75,1.0,0.0,0,3,7,1977,,98023,47.3275,-122.361,suburbs,168.15,694.91,114.27,53.88,173.73,891.3,2015,2,7,2015-06,4.132679155515908,580.64
2015-04-08,1320000,3,3.0,2.0,0.0,0,3,9,1990,,98004,47.6271,-122.197,city,207.17,1204.76,207.17,0.0,209.96,943.89,2015,4,15,2015-14,5.8153207510739975,1101.175
2015-03-06,369950,3,1.0,1.0,0.0,0,3,7,1977,,98045,47.4895,-121.787,countryside,225.75,995.91,225.75,0.0,154.22,1073.95,2015,3,10,2015-09,4.41156146179402,770.16
2014-10-15,1030000,3,2.5,2.0,0.0,0,3,10,1994,,98006,47.5484,-122.119,suburbs,341.88,1243.4,341.88,0.0,334.45,1050.35,2014,10,42,2014-41,3.6369486369486372,1072.46
2015-05-06,435000,5,1.0,1.5,0.0,0,3,6,1929,,98118,47.5453,-122.278,city,130.99,627.09,130.99,0.0,126.35,627.09,2015,5,19,2015-18,4.787312008550271,539.7633333333333
2015-03-25,601000,3,1.75,1.0,0.0,0,3,8,1958,2002.0,98125,47.7012,-122.286,suburbs,123.56,626.44,123.56,0.0,241.55,682.83,2015,3,13,2015-12,5.069925542246682,502.88000000000005
2014-07-16,460500,3,1.0,1.0,0.0,0,3,7,1963,,98033,47.663,-122.178,city,138.42,989.41,106.84,31.58,160.72,910.44,2014,7,29,2014-28,7.147883253865049,882.5699999999999
2014-05-21,720000,3,2.5,3.0,0.0,3,3,8,2000,,98103,47.6617,-122.356,city,187.66,107.67,187.66,0.0,178.37,334.45,2014,5,21,2014-20,0.5737503996589577,45.11666666666667
2015-04-21,851000,4,2.5,2.0,0.0,0,3,10,1996,,98075,47.5878,-121.976,suburbs,290.78,1226.5,290.78,0.0,263.84,972.69,2015,4,17,2015-16,4.217965472178279,1081.1100000000001
2014-09-04,550000,4,3.0,2.0,0.0,2,3,7,1916,,98126,47.5784,-122.377,city,248.05,464.51,248.05,0.0,213.68,464.51,2014,9,36,2014-35,1.87264664382181,340.485
2015-03-23,700000,4,1.0,1.5,0.0,0,3,7,1920,,98103,47.6606,-122.331,city,183.95,423.63,183.95,0.0,168.15,301.47,2015,3,13,2015-12,2.3029627616200057,300.99666666666667
2014-09-08,323000,3,1.75,1.0,0.0,0,4,7,1963,,98042,47.3622,-122.059,suburbs,195.09,1379.6,195.09,0.0,179.3,1601.45,2014,9,37,2014-36,7.071607975806038,1184.51
2014-09-22,345500,3,1.0,1.0,0.0,0,5,6,1944,,98177,47.7612,-122.362,suburbs,125.42,797.19,125.42,0.0,193.24,785.12,2014,9,39,2014-38,6.356163291341094,671.7700000000001
2014-12-03,378000,4,1.5,1.0,0.0,0,3,7,1959,,98118,47.5491,-122.272,city,198.81,735.79,110.55,88.26,198.81,672.43,2014,12,49,2014-48,3.7009707761179014,625.24
2014-11-12,650000,4,2.0,3.0,0.0,0,5,8,1917,,98116,47.5711,-122.383,city,205.13,464.51,205.13,0.0,163.51,464.51,2014,11,46,2014-45,2.2644664359186857,396.1333333333333
2015-04-13,385000,3,2.0,1.0,0.0,0,3,7,1982,,98074,47.6273,-122.062,suburbs,93.83,685.62,93.83,0.0,153.29,838.91,2015,4,16,2015-15,7.307044655227539,591.79
2014-09-16,425000,2,1.0,1.0,0.0,0,3,7,1910,,98102,47.6233,-122.319,city,90.12,275.92,90.12,0.0,155.15,278.71,2014,9,38,2014-37,3.0616955170883267,185.8
2014-12-02,210000,4,2.0,1.5,0.0,0,5,6,1920,,98022,47.2105,-121.989,countryside,141.21,573.58,141.21,0.0,129.13,502.32,2014,12,49,2014-48,4.061893633595354,479.44000000000005
2014-05-28,630000,4,2.5,2.0,0.0,0,3,9,1993,,98077,47.7649,-122.049,suburbs,254.55,4004.18,254.55,0.0,254.55,3107.3,2014,5,22,2014-21,15.730426242388527,3876.9049999999997
2014-07-30,335000,3,1.75,1.0,0.0,1,3,7,1953,,98146,47.4999,-122.368,suburbs,145.86,696.77,120.77,25.09,147.71,711.63,2014,7,31,2014-30,4.776977924036747,576.0
2014-06-25,196500,3,1.0,1.0,0.0,0,3,7,1966,,98001,47.3461,-122.272,suburbs,122.63,836.12,122.63,0.0,122.63,910.44,2014,6,26,2014-25,6.818233711163663,713.49
2014-05-15,582800,4,2.75,1.0,0.0,0,3,8,1986,,98074,47.6471,-122.06,suburbs,236.9,709.4,133.78,103.12,212.75,763.94,2014,5,20,2014-19,2.994512452511608,575.62
2014-06-23,440000,3,1.75,1.0,0.0,0,3,7,1983,,98034,47.7283,-122.222,suburbs,144.93,669.55,116.13,28.8,143.07,695.37,2014,6,26,2014-25,4.619816463120126,553.42
2014-08-25,752500,4,2.25,2.0,0.0,0,4,8,1974,,98033,47.6495,-122.198,city,219.25,800.45,219.25,0.0,219.25,867.43,2014,8,35,2014-34,3.6508551881413913,690.825
2014-10-28,532500,3,1.75,2.0,0.0,0,4,7,1909,,98116,47.5724,-122.384,city,123.56,464.51,112.41,11.15,139.35,371.61,2014,10,44,2014-43,3.7593881515053416,408.305
2015-05-06,265000,3,1.0,1.0,0.0,0,4,7,1950,,98198,47.4061,-122.33,suburbs,99.41,836.12,99.41,0.0,170.94,1114.83,2015,5,19,2015-18,8.410823860778594,736.71
2015-02-02,397500,3,1.25,1.0,0.0,3,4,6,1961,,98125,47.7289,-122.283,suburbs,140.28,1276.2,75.25,65.03,237.83,947.79,2015,2,6,2015-05,9.097519247219847,1200.95
2014-07-24,524250,3,2.5,2.0,0.0,0,3,8,1999,,98029,47.546,-122.011,suburbs,158.86,322.28,158.86,0.0,196.95,330.73,2014,7,30,2014-29,2.028704519702883,242.84999999999997
2014-05-09,765000,4,2.75,2.0,0.0,0,3,10,1996,,98027,47.5515,-122.08,suburbs,259.2,1005.11,259.2,0.0,286.14,1170.85,2014,5,19,2014-18,3.8777391975308646,875.51
2014-08-06,648000,4,2.5,2.0,0.0,0,3,9,2001,,98074,47.6301,-122.019,suburbs,243.4,506.32,243.4,0.0,240.62,498.98,2014,8,32,2014-31,2.0801972062448644,384.62
2014-08-12,469500,5,2.5,1.0,0.0,0,4,8,1969,,98031,47.3908,-122.173,suburbs,275.92,2300.17,155.15,120.77,195.09,2025.55,2014,8,33,2014-32,8.336365613221224,2145.02
2015-03-24,237500,3,1.75,1.0,0.0,0,4,7,1975,,98023,47.3011,-122.369,suburbs,97.55,729.65,97.55,0.0,126.35,712.37,2015,3,13,2015-12,7.479753972321886,632.1
2015-01-21,216000,3,1.0,1.0,0.0,0,4,7,1956,,98003,47.3298,-122.297,suburbs,118.91,809.36,118.91,0.0,131.92,817.54,2015,1,4,2015-03,6.806492305104701,690.45
2015-03-30,427200,3,1.0,1.0,0.0,0,4,7,1963,,98056,47.5364,-122.173,suburbs,95.69,780.38,95.69,0.0,117.99,780.38,2015,3,14,2015-13,8.155293134078796,684.69
2015-03-11,280000,3,2.25,1.0,0.0,0,4,8,1977,,98055,47.4545,-122.208,suburbs,176.51,724.64,129.13,47.38,160.72,724.64,2015,3,11,2015-10,4.10537646592261,595.51
2015-04-25,718000,5,3.0,1.0,0.0,0,4,9,1968,,98006,47.5702,-122.128,suburbs,285.21,910.81,161.65,123.56,236.9,900.13,2015,4,17,2015-16,3.1934714771571824,749.16
2015-03-10,420000,2,2.75,2.0,0.0,0,3,8,2010,,98065,47.5175,-121.878,countryside,163.51,384.52,163.51,0.0,173.73,285.77,2015,3,11,2015-10,2.3516604489022077,302.765
2014-09-16,379000,2,1.0,1.0,0.0,0,3,7,1952,,98117,47.6971,-122.372,city,86.4,501.67,86.4,0.0,97.55,501.67,2014,9,38,2014-37,5.80636574074074,415.27
2014-05-27,326100,2,1.0,1.0,0.0,0,3,6,1942,,98177,47.7145,-122.361,suburbs,81.75,713.77,81.75,0.0,127.28,714.88,2014,5,22,2014-21,8.731131498470948,632.02
2014-05-29,535000,3,2.5,3.0,0.0,0,3,7,2003,,98115,47.6774,-122.324,city,126.35,94.39,121.7,4.65,126.81,107.4,2014,5,22,2014-21,0.7470518401266324,53.82333333333333
2014-10-01,283000,4,2.75,1.0,0.0,0,3,7,1992,,98022,47.1949,-122.01,countryside,197.88,795.24,144.93,52.95,197.88,795.24,2014,10,40,2014-39,4.018799272286234,650.31
2014-08-21,260000,3,1.0,1.5,0.0,0,3,6,1940,,98168,47.5048,-122.301,suburbs,137.5,693.89,104.05,33.45,135.64,685.53,2014,8,34,2014-33,5.046472727272727,624.5233333333333
2015-04-13,399000,4,1.0,1.5,0.0,0,4,7,1951,,98126,47.5303,-122.378,city,139.35,593.46,139.35,0.0,91.04,498.51,2015,4,16,2015-15,4.258772874058128,500.56000000000006
2015-02-25,484950,3,2.25,2.0,0.0,0,3,8,1987,,98029,47.5688,-122.017,suburbs,155.15,464.88,155.15,0.0,171.87,490.15,2015,2,9,2015-08,2.9963261359974216,387.305
2014-10-13,640000,4,1.75,1.0,0.0,0,4,8,1960,,98005,47.5867,-122.174,city,191.38,913.04,191.38,0.0,209.96,928.65,2014,10,42,2014-41,4.770822447486676,721.66
2015-03-04,585000,4,2.5,1.0,0.0,0,4,8,1952,,98115,47.6948,-122.328,city,200.67,757.9,154.22,46.45,141.21,669.64,2015,3,10,2015-09,3.77684756067175,603.68
2015-01-08,645000,4,2.0,1.0,0.0,3,3,8,1955,,98125,47.7293,-122.284,suburbs,258.27,1076.09,110.55,147.72,239.69,951.41,2015,1,2,2015-01,4.166531149572153,965.54
2015-05-05,253000,3,2.0,1.0,0.0,0,3,7,1988,,98003,47.3211,-122.325,suburbs,138.42,710.8,138.42,0.0,147.71,724.17,2015,5,19,2015-18,5.13509608438087,572.38
2014-07-21,178500,2,1.0,1.0,0.0,0,3,6,1953,,98146,47.5077,-122.344,suburbs,68.75,600.15,68.75,0.0,108.7,647.99,2014,7,30,2014-29,8.729454545454544,531.4
2014-08-21,291000,4,2.5,2.0,0.0,0,4,7,1991,,98038,47.3492,-122.03,countryside,172.8,587.61,172.8,0.0,172.8,599.13,2014,8,34,2014-33,3.400520833333333,501.21000000000004
2014-09-17,199950,2,2.75,1.5,0.0,0,3,5,1920,,98001,47.2786,-122.25,suburbs,147.71,1943.24,147.71,0.0,121.7,557.41,2014,9,38,2014-37,13.155778214068105,1844.7666666666667
2014-08-04,553500,2,1.0,1.0,0.0,0,3,7,1922,,98105,47.6707,-122.328,city,78.97,217.39,78.97,0.0,120.77,278.71,2014,8,32,2014-31,2.752817525642649,138.42
2015-04-15,189950,2,1.0,1.0,0.0,0,3,8,1981,,98038,47.3738,-122.057,countryside,95.69,389.07,95.69,0.0,134.71,313.64,2015,4,16,2015-15,4.0659421047131366,293.38
2014-09-24,289000,3,2.0,1.0,0.0,0,3,8,1988,,98001,47.3225,-122.273,suburbs,171.87,887.22,171.87,0.0,209.03,887.22,2014,9,39,2014-38,5.162157444580206,715.35
2015-04-27,700000,4,2.0,2.0,0.0,0,3,8,1908,,98105,47.6593,-122.327,city,170.01,426.42,170.01,0.0,153.29,426.42,2015,4,18,2015-17,2.508205399682372,341.415
2014-10-22,270000,3,2.0,1.0,0.0,0,3,7,1967,,98058,47.4312,-122.171,suburbs,144.93,822.46,144.93,0.0,149.57,812.89,2014,10,43,2014-42,5.67487752708204,677.53
2014-05-08,258000,4,1.75,1.0,0.0,0,3,7,1977,,98023,47.327,-122.361,suburbs,160.72,772.95,114.27,46.45,170.94,910.44,2014,5,19,2014-18,4.809295669487307,658.6800000000001
2014-06-14,530000,3,2.5,2.0,0.0,0,3,8,2005,,98125,47.7191,-122.309,suburbs,179.3,670.2,179.3,0.0,179.3,675.03,2014,6,24,2014-23,3.7378694924707196,580.5500000000001
2014-12-18,245000,3,2.25,2.0,0.0,0,3,7,2012,,98092,47.3204,-122.178,suburbs,132.11,341.6,132.11,0.0,155.8,341.6,2014,12,51,2014-50,2.5857240178639014,275.545
2015-04-22,563000,3,2.0,1.5,0.0,0,4,7,1917,,98117,47.6807,-122.369,city,128.21,464.51,128.21,0.0,125.42,464.51,2015,4,17,2015-16,3.62304032446767,379.03666666666663
2014-11-19,515000,3,2.5,2.0,0.0,0,3,8,2001,,98065,47.5346,-121.875,countryside,225.75,390.47,225.75,0.0,232.26,445.75,2014,11,47,2014-46,1.7296566998892582,277.595
2014-06-17,325000,4,2.5,2.0,0.0,0,3,9,1987,,98023,47.3017,-122.349,suburbs,242.47,658.77,242.47,0.0,242.47,722.13,2014,6,25,2014-24,2.7169134325895987,537.535
2015-04-02,540000,3,2.25,2.0,0.0,0,3,8,1996,,98024,47.5599,-121.911,countryside,185.8,20234.11,185.8,0.0,206.24,20234.11,2015,4,14,2015-13,108.90263724434875,20141.21
